id,startup_id,document_type,title,content_text,source_url,published_at,created_at,updated_at
7744221c-5922-5e72-8d39-f5b1d86157db,77a3430e-7551-5220-9f72-06bfbc3025f4,release,Hand Talk anuncia nova versão do motor de tradução proprietário,"A Hand Talk lançou uma nova versão do seu motor de tradução automática para Libras, desenvolvido internamente com PyTorch e treinado em GPUs próprias com CUDA, reduzindo em 30% a latência entre a fala captada e a animação do avatar em Libras.",https://handtalk.me/mock-release-motor-traducao-v3,2026-04-18T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
ce2f5843-e5ba-5693-b6f3-f1b1d9250d0c,77a3430e-7551-5220-9f72-06bfbc3025f4,notícia,Hand Talk é citada como caso de IA proprietária para acessibilidade,"A Hand Talk é mencionada como exemplo de startup brasileira que construiu tecnologia de IA própria (modelo de tradução para Libras e avatar 3D) em vez de depender de ferramentas genéricas de tradução, o que a diferencia tecnicamente no mercado de acessibilidade digital.",https://startups.com.br/mock-handtalk-ia-propria-acessibilidade,2026-02-14T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
2ff0c611-2153-5262-8a79-583fa443ff5d,6b387874-d1bc-5638-9869-f9365ff9ee9f,vaga de emprego,Vaga: Product Manager — IA Generativa em Recrutamento,A Gupy busca Product Manager para a squad de IA Generativa. Você vai desenhar fluxos de produto que integram a API da OpenAI (GPT-4) para gerar descrições de vaga e resumir currículos automaticamente. Não é necessário treinar modelos — o time consome a API via prompt engineering e ajusta os prompts conforme o feedback dos clientes.,https://www.gupy.io/mock-vaga-pm-ia-generativa,2026-02-01T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
1f8a97c2-9a3d-50e8-a3e4-8852569a1dc0,6b387874-d1bc-5638-9869-f9365ff9ee9f,release,Gupy lança recursos de IA generativa integrados à API da OpenAI,"A Gupy anunciou novos recursos de IA generativa em sua plataforma de recrutamento, construídos sobre a API da OpenAI (modelos GPT). A funcionalidade gera automaticamente descrições de vaga e resumos de perfil de candidatos, com o processamento de linguagem natural delegado inteiramente ao provedor externo via chamadas de API.",https://www.gupy.io/mock-release-ia-generativa-openai,2026-03-11T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
67b68591-9471-5dbc-98ba-f77719d9eeab,6b387874-d1bc-5638-9869-f9365ff9ee9f,notícia,Gupy adota IA generativa via parceria com provedores de LLM,"Segundo reportagem, a Gupy incorporou funcionalidades de IA generativa em seu produto de RH conectando-se à API da OpenAI, em vez de desenvolver modelos de linguagem próprios — uma estratégia comum entre SaaS que querem adicionar IA rapidamente ao produto existente.",https://www.distrito.me/mock-gupy-ia-generativa-openai,2026-01-20T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
36791fd6-d01d-56a8-8609-772c8d0c62c7,7e65ad08-6c76-5efa-9ced-9d6de57538c3,vaga de emprego,Vaga: Integration Engineer — IA Generativa (Azure OpenAI),"A Zenvia contrata Integration Engineer para o time de IA Conversacional. Principal atividade: integrar os fluxos de chatbot da plataforma com a API do Azure OpenAI (modelos GPT), cuidando de autenticação, rate limit e fallback quando o provedor externo está indisponível. Não há treinamento de modelo proprietário nesta vaga.",https://www.zenvia.com/mock-vaga-integration-engineer-azure-openai,2026-04-05T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
10825679-c2d1-521f-9be5-bb4f7d3febf9,7e65ad08-6c76-5efa-9ced-9d6de57538c3,release,Zenvia anuncia camada de IA generativa via Azure OpenAI,"A Zenvia lançou uma camada de IA generativa em sua plataforma de comunicação com clientes, construída sobre a API do Azure OpenAI. A empresa destaca que a integração permite oferecer respostas mais naturais em chatbots de WhatsApp sem precisar manter infraestrutura própria de treinamento de modelos.",https://www.zenvia.com/mock-release-camada-ia-azure-openai,2026-05-22T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
5922a4ea-4b7d-5494-8445-c034961f019e,7e65ad08-6c76-5efa-9ced-9d6de57538c3,notícia,Zenvia aposta em parcerias de IA em vez de modelo próprio,"Analistas do setor de CPaaS observam que a Zenvia optou por uma estratégia de parceria com provedores de LLM (Azure OpenAI) para adicionar IA generativa ao portfólio, mantendo o foco em sua infraestrutura de comunicação (SMS, WhatsApp, e-mail) como diferencial principal.",https://startups.com.br/mock-zenvia-parceria-azure-openai,2026-06-02T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
79ba7078-29d4-51a5-accf-0233ff5ecac5,30f304ef-8f93-5206-afc1-fecb2a5b703b,vaga de emprego,Vaga: Conversational Designer — Blip com GPT,"A Blip (Take Blip) busca Conversational Designer para criar fluxos de atendimento que chamam a API da OpenAI (GPT) como 'cérebro' de respostas abertas, enquanto os fluxos estruturados continuam em blocos visuais da plataforma. Experiência com prompt engineering é desejável.",https://www.take.net/mock-vaga-conversational-designer-gpt,2026-03-15T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
c41e6147-98bf-5550-9c23-0729fd3b7a32,30f304ef-8f93-5206-afc1-fecb2a5b703b,release,Blip anuncia bloco nativo de integração com GPT (OpenAI),"A Blip lançou um bloco nativo de builder que permite conectar qualquer fluxo de chatbot diretamente à API da OpenAI (GPT), possibilitando respostas em linguagem natural sem sair da plataforma. A empresa reforça que o diferencial está na orquestração dos fluxos, não em um modelo de linguagem próprio.",https://www.take.net/mock-release-bloco-gpt-openai,2026-04-28T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
262ec721-ea4e-5a71-8177-206833457137,30f304ef-8f93-5206-afc1-fecb2a5b703b,notícia,Take Blip populariza chatbots com IA generativa de terceiros,"Reportagem descreve como a Take Blip (Blip) se tornou uma das plataformas mais usadas para criar chatbots corporativos no Brasil, e como parte do crescimento recente vem da facilidade de plugar a API da OpenAI dentro dos fluxos sem exigir conhecimento técnico avançado do cliente.",https://www.distrito.me/mock-takeblip-chatbots-openai,2026-02-09T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
e540e706-eb38-5e61-9308-53ad8360f6b9,247a2ee1-8a8b-5818-8d86-253b7a2f86da,vaga de emprego,Vaga: Analista de Automação — Chatbot com IA (API externa),"A Positivo S+ busca Analista de Automação para manter os chatbots de suporte de TI, que consomem a API de um provedor de IA generativa (OpenAI) para interpretar a dúvida do colaborador antes de direcionar para o fluxo correto de atendimento. Não há modelo próprio de IA nesta operação.",https://www.positivotecnologia.com.br/mock-vaga-analista-automacao-chatbot,2026-01-30T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
85b1d300-3ea0-5bc8-be47-632537abf90e,247a2ee1-8a8b-5818-8d86-253b7a2f86da,release,Positivo S+ integra chatbots de suporte a provedor de IA generativa,"A Positivo S+ anunciou a modernização de seus chatbots de suporte corporativo, agora conectados à API de um provedor externo de IA generativa para melhorar a compreensão de linguagem natural nas triagens de primeiro nível, sem alterar sua infraestrutura de atendimento existente.",https://www.positivotecnologia.com.br/mock-release-chatbot-ia-generativa,2026-02-25T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
bcfa33cf-2ef3-5dc5-be95-80bda55a16b4,247a2ee1-8a8b-5818-8d86-253b7a2f86da,notícia,Positivo S+ usa IA de terceiros para triagem de chamados,"Segundo matéria, a Positivo S+ aposta em chatbots que consultam APIs de IA generativa de terceiros para identificar padrões nas solicitações de TI e resolver demandas simples, como redefinição de senha, sem que a empresa precise manter um time dedicado a treinar modelos.",https://www.diarioinduscom.com.br/mock-positivo-s-mais-chatbot-ia,2025-05-11T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
c78c3e65-55b9-563f-904b-486a63af0dff,30734d92-e225-5976-9ba2-880fc106e469,vaga de emprego,Vaga: Analista de Suporte — Módulo Fiscal,"A ContaAzul busca Analista de Suporte para o módulo fiscal do sistema. Você vai ajudar clientes a configurar regras de emissão de nota fiscal, conciliação bancária automática por regras de correspondência e geração de relatórios de fluxo de caixa. Conhecimento de rotina contábil e fiscal é essencial.",https://www.contaazul.com/mock-vaga-analista-suporte-fiscal,2026-01-10T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
e19571cb-db7e-5cee-b6f8-87b6923cbd46,30734d92-e225-5976-9ba2-880fc106e469,release,ContaAzul lança novo módulo de conciliação bancária automática,"A ContaAzul lançou um módulo de conciliação bancária que casa lançamentos do extrato com lançamentos do sistema com base em regras configuráveis pelo usuário (valor, data e descrição), reduzindo o trabalho manual de fechamento de caixa das pequenas empresas.",https://www.contaazul.com/mock-release-conciliacao-bancaria,2026-02-18T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
48fd3218-39e0-5d35-8b91-e58e2e0464b7,30734d92-e225-5976-9ba2-880fc106e469,notícia,ContaAzul consolida posição em gestão financeira para PMEs,"Reportagem descreve a ContaAzul como uma das plataformas mais usadas por pequenas e médias empresas para emissão de nota fiscal, contas a pagar e a receber, e geração de relatórios financeiros, sem menção a recursos de inteligência artificial no produto.",https://startups.com.br/mock-contaazul-gestao-financeira-pmes,2026-03-02T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
bfefdd82-3413-55bd-bd42-1ea213fc8d3a,b228434f-7f21-58f5-874b-dc8a349da593,vaga de emprego,Vaga: Implantador(a) de Sistemas — Gestão de Condomínios,"A Superlógica busca Implantador(a) para configurar o sistema de gestão de condomínios em novos clientes: cadastro de unidades, regras de rateio de despesas, emissão de boletos e configuração do portal do condômino. Não envolve trabalho com modelos de IA.",https://superlogica.com/mock-vaga-implantador-condominios,2026-02-05T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
a8fafc59-ff66-5872-a56c-e32f3b46c481,b228434f-7f21-58f5-874b-dc8a349da593,release,Superlógica anuncia novo portal do condômino,"A Superlógica lançou uma nova versão do portal do condômino, com emissão de segunda via de boleto, abertura de chamados de manutenção e consulta de prestação de contas, tudo baseado em fluxos de tela configuráveis pela administradora — sem componentes de inteligência artificial.",https://superlogica.com/mock-release-novo-portal-condomino,2026-03-14T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
5983da5c-7c85-5f27-920c-cdd3ef8dbd89,b228434f-7f21-58f5-874b-dc8a349da593,notícia,Superlógica é referência em SaaS para administradoras de condomínio,"Matéria descreve a Superlógica como uma das maiores plataformas de gestão para administradoras de condomínios e negócios por assinatura do país, com foco em cobrança recorrente e automação de processos administrativos baseados em regras de negócio.",https://www.distrito.me/mock-superlogica-referencia-saas-condominios,2026-01-25T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
ca1b2b08-fe6e-58b2-9f1b-1e8c42624b7c,9bff9b86-896a-5e1e-a081-36afdb035aad,vaga de emprego,Vaga: Especialista em Onboarding de Produtores de Eventos,"A Sympla busca Especialista em Onboarding para ajudar produtores de eventos a configurar a venda de ingressos: tipos de ingresso, cupons de desconto, taxas e split de pagamento entre organizadores. Vaga não envolve trabalho com inteligência artificial.",https://www.sympla.com.br/mock-vaga-onboarding-produtores,2026-01-18T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
71dd9d45-5c47-555f-85fb-3949f39d3a5f,9bff9b86-896a-5e1e-a081-36afdb035aad,release,Sympla lança novo painel de relatórios de vendas para produtores,"A Sympla anunciou um novo painel de relatórios para produtores de eventos, com gráficos de vendas por canal, comparação entre eventos e exportação de planilhas — funcionalidades construídas com regras de agregação de dados, sem uso de inteligência artificial.",https://www.sympla.com.br/mock-release-painel-relatorios-vendas,2026-02-27T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
1ecc8e38-d761-5dd9-80bc-0ab774281a6f,9bff9b86-896a-5e1e-a081-36afdb035aad,notícia,Sympla se consolida como plataforma self-service de ingressos,"Reportagem aponta a Sympla como uma das principais plataformas self-service de venda de ingressos e gestão de eventos do Brasil, com foco em check-in digital e split de pagamentos, sem citar recursos de inteligência artificial no produto.",https://startups.com.br/mock-sympla-plataforma-ingressos,2026-03-08T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
b245f175-e64e-5c78-bc1c-981b4fe4f07e,f79ad836-18b2-5141-8221-a8309eeee9f4,vaga de emprego,Vaga: Analista de Produção Gráfica,"A Printi busca Analista de Produção Gráfica para acompanhar o fluxo de pedidos desde o upload da arte até a impressão, garantindo que as regras de pré-impressão (sangria, resolução mínima, modo de cor) sejam seguidas antes de enviar o arquivo para a gráfica.",https://www.printi.com.br/mock-vaga-analista-producao-grafica,2026-01-22T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
4a74947b-ea6d-5da2-94e1-4d32d59acbc4,f79ad836-18b2-5141-8221-a8309eeee9f4,release,Printi lança configurador de orçamento instantâneo,"A Printi lançou um configurador de orçamento que calcula o preço final de um pedido de impressão com base em tabelas de preço por quantidade, papel e acabamento, sem qualquer componente de inteligência artificial no cálculo.",https://www.printi.com.br/mock-release-configurador-orcamento,2026-02-12T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
3fad80d0-e9a7-52a0-b6bc-ebaa8a88eb26,f79ad836-18b2-5141-8221-a8309eeee9f4,notícia,Printi simplifica compra de material gráfico online,"Matéria descreve a Printi como uma gráfica online que automatizou o processo de orçamento e produção de material impresso via um site self-service, facilitando a compra para pequenas empresas sem qualquer menção ao uso de inteligência artificial no processo.",https://www.distrito.me/mock-printi-grafica-online,2026-01-05T00:00:00Z,2026-09-06T20:35:45.999Z,2026-09-06T20:35:45.999Z
